HCL Item#,Item Status,Item Name,Description,Decoration,Web Link,Item Color,Item Size,Length,Width,Height,Carton Weight,Carton Qty,Standard Production Time,Item MOQ,Qty 2,Qty 3,Qty 4,Qty 5,Price 1,Price 2,Price 3,Price 4,Price 5,"Rush Cost ""R""",MOQ, Qty2, Qty3, Qty4, Qty5,Price1,Price2,Price3,Price4,Price5,Ocean Service,MOQ,Qty 2,Qty 3,Qty 4,Qty 5,Price 1,Price 2,Price 3,Price 4,Price 5 
T927,Active/All Products,The Rio Grande Recycled Notebook,This journal comes with a heavy recycled cardboard cover and 80 lined sheets made from recycled paper. Elastic band keeps notebook closed when not being used.,"Imprint Area: (Standard): 2 1/2''w x 2 3/4''h                                   (Back): 2 1/2w x 2 3/4h     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please See Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1781,Khaki,5 1/2w x 8 1/4h,19,12,8,31,50,3 Day Service (R),100,250,500,1000,2500,2.69,2.65,2.59,2.55,2.49,24 Hour Rush (R),100,250,500,1000,2500,2.99,2.95,2.89,2.85,2.79,10 Weeks,5000,10000,25000,50000,,1.89,1.85,1.79,1.75,
T926,Active/All Products,The Rio Vista Recycled Notebook,This journal comes with a heavy recycled cardboard cover and 80 lined sheets made from recycled paper. Elastic band keeps notebook closed when not being used.,"Imprint Area: 2 1/2w x 2 3/4h     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please See Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1782,Khaki,3 3/4w x 5 3/4h,14,13,11,29,100,3 Day Service (R),100,250,500,1000,2500,2.49,2.39,2.29,2.25,2.19,24 Hour Rush (R),100,250,500,1000,2500,2.79,2.69,2.59,2.55,2.49,10 Weeks,5000,10000,25000,50000,,1.49,1.45,1.39,1.35,
T942,Active/All Products,The Vidalia Notebook,A note pad with a hard vinyl cover and an elastic band to keep it closed. Includes approximately 100 sheets of lined paper.,"Imprint Area: (Front): 2w x 3h                           (Back): 2 1/2w x 3h     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please See Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1783,"White, Blue, Black",3 1/2w x 5 1/2h,13,12,12,29,100,3 Day Service (R),100,250,500,1000,2500,2.09,2.05,1.99,1.89,1.64,24 Hour Rush (R),100,250,500,1000,2500,2.29,2.25,2.19,2.09,1.84,10 Weeks,5000,10000,25000,50000,,1.29,1.25,1.19,1.15,
T945,Active/All Products,The Fitzgerald Felt Notebook,A spiral bound notebook with a non-woven eco-friendly felt cover. Notebook includes approximately 100 sheets of lined recycled paper with a snap closure.,"Imprint Area: 2 3/4 ''w x 1 1/2''h     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please See Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1784,Black,5w x 7h,17,15,15,32,100,3 Day Service (R),100,250,500,1000,2500,2.29,2.19,2.09,2.05,1.99,24 Hour Rush (R),100,250,500,1000,2500,2.49,2.39,2.29,2.25,2.19,10 Weeks,5000,10000,25000,50000,,1.39,1.35,1.29,1.25,
T367,Active/All Products,The Saginaw Cell Phone Stand,This cell phone stand folds down flat and securely holds your smart phone vertical or horizontal . It can also hold an iPad Horizontally.The Digital Direct Printing process allows for a Bright and Colorful Eye-Catching Impression. DDP process only available on domestic orders.,"Imprint Area: 1 3/4''w x 1 1/4''h                                  (Optional): 1 Diam     **24 Hour Rush must be 1-color / 1 location or DDP imprint only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location. Add 24 hrs for required proofing on DDP method unless PMS colors are provided (pms colors can only be applied to vector art). DDP process only available on domestic orders. Production time begins after all approvals.  Please see Terms & Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1785,"Blue, Black, Red, Green",2 1/4w x 3 5/8h,21,26,21,12,500,3 Day Service (R),150,250,500,1000,2500,1.09,1.05,0.99,0.95,0.89,24 Hour Rush (R),150,250,500,1000,2500,1.29,1.25,1.19,1.15,1.09,10 Weeks,5000,10000,25000,50000,,0.49,0.45,0.43,0.41,
T313,Active/All Products,Spiral Light Pens,These brass pens have a unique spiral shape that becomes illuminated when the light is activated. Turn the light on and off by pushing the small button on the side of the pen and twist the bottom of the pen to expose black ink.?,"Imprint Area: (Side Imprint): 1 3/8w x 1/4h                            (Wrap): 1 1/8w x 1/2h (1 Color Max)     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Price includes a one color wrap imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. See terms &amp; conditions and Product safety information.",http://www.highcaliberline.com//catalog/product/view/id/1786,Silver,5 1/2 Long,15,10,8,15,200,3 Day Service (R),100,250,500,1000,2500,2.59,2.55,2.49,2.45,2.39,24 Hour Rush (R),100,250,500,1000,2500,2.89,2.85,2.79,2.75,2.69,10 Weeks,5000,10000,25000,50000,,1.89,1.79,1.69,1.59,
T339,Disabled on Website,The Salina Pen Set,A 4 pen and highlighter set housed in an attractive carrying case. The top lever swings down to hold the pen set at an angle for easy use.,"Imprint Area: 3w x 1h   Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Add $.40(v)to any of the 70 items to go full color w/ Digital Direct Printing. Add 24 hrs for required proofing on DDP method unless PMS colors are provided (pms colors can only be applied to vector art). Production time is 5 business days after all approvals. Please see Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1787,"Blue, Grey",5 1/8w x 1 15/16h,16,23,10,28,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A7305,Active/All Products,Lorenzo Bottle Opener,A dual function polished chrome metal bottle/can opener key chain. Laser engraving is the standard and preferred method of decorating metal items. Includes a gift box. ,"Imprint Area: 1 1/4''w x 1/4''h     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Laser engraving is the standard and preferred method of decorating metal items. Additional colors/locations for laser engraving and printing are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please see Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1788,Chrome,3 1/2,14,12,17,33,300,3 Day Service (R),100,250,500,1000,2500,1.89,1.85,1.79,1.75,1.69,24 Hour Rush (R),100,250,500,1000,2500,2.09,2.05,1.99,1.95,1.89,10 Weeks,5000,10000,25000,50000,,1.19,1.09,1.05,1.03,
K278,Active/All Products,Credit Card Bottle Opener,A flat metal slim credit card size bottle opener in 4 colors. This item cannot be laser engraved.,"Imprint Area: 1 3/4''w x 1 1/2''h     **24 Hour Rush must be 1-color / 1 location or DDP imprint only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location. Add 24 hrs for required proofing on DDP method unless PMS colors are provided (pms colors can only be applied to vector art). DDP process only available on domestic orders. Production time begins after all approvals.  Please see Terms & Conditions and Product Safety for more Information.  ",http://www.highcaliberline.com//catalog/product/view/id/1789,"White, Blue, Black, Red",2 1/8w x 3 1/4h,11,8,11,31,200,3 Day Service (R),150,250,500,1000,2500,1.69,1.65,1.59,1.55,1.49,24 Hour Rush (R),150,250,500,1000,2500,1.89,1.85,1.79,1.75,1.69,10 Weeks,5000,10000,25000,50000,,1.09,0.99,0.95,0.89,
T354,Active/All Products,The Galveston Gel Highlighter Set,A set of 3 gel highlighters in a carrying case. The tip is formulated from a special gel so they will not smudge or dry out like other highlighters.This gives them an extremely long shelf life.,"Imprint Area: 1 1/2''w x 2''h     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please see terms &amp; conditions, Product safety and social compliance for more information.",http://www.highcaliberline.com//catalog/product/view/id/1790,"Blue, Red",2w x 4h,10,16,10,24,200,3 Day Service (R),100,250,500,1000,2500,2.29,2.25,2.19,2.15,2.09,24 Hour Rush (R),100,250,500,1000,2500,2.59,2.55,2.49,2.45,2.39,10 Weeks,5000,10000,25000,50000,,1.49,1.45,1.39,1.35,
K281,Active/All Products,Bartender’s Bottle Opener,"The standard in professional stainless steel bottle openers. Durable, sleek, comfortable and easy to use. For a permanent imprint, this item is laser engraved. ","Imprint Area:3w x 1h     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Laser engraving is the standard and preferred method of decorating metal items. Additional colors/locations for laser engraving and printing are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please see Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1791,Silver,7w x 1 9/16h,11,8,9,37,200,3 Day Service (R),150,250,500,1000,2500,1.89,1.85,1.79,1.75,1.69,24 Hour Rush (R),150,250,500,1000,2500,2.09,2.05,1.99,1.95,1.89,10 Weeks,5000,10000,25000,50000,,1.19,1.09,1.05,0.95,
