itemno,productCode,productname,category,subcategory,year_new,iscloseout,Origin,ISGreen,leadtime(days),productdescription,packaging,setupCharge,productcolors,imprintmethods,primary_imprint_area,Primary_Imprint_method,Primary_imprint_location,Primary_imprint_height,Primary_imprint_width,keywords,productimageURL,ProductThumbnailURL,PriceCode,Minimum,Column_1_Max,Price1,Column_2_min,Column_2_max,Price2,Column_3_min,Column_3_max,price3,column_4_min,Column_4_max,Price4,PiecesPerBox,BoxLBS,BoxLength,BoxWidth,BoxHeight,Item_Height,Item_Width,Item_Depth,ItemWeightLbs
32625,SL68SS,10 oz Motif Desk Mug,Drinkware,Travel Mugs,2010,N,China,N,3,"Made with FDA compliant materials. , Features a spill resistant lid and non-skid bottom., Dual wall 18-8 Stainless Steel with foam insulation for optimum heat retention. , &lt;a class=""text12"" href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will keep your beverage warm for 3X's longer. Learn more about the X Factor.&lt;/a&gt;,",Drawstring Pouch,$55.00(G)/color/laser,Stainless,"Silkscreen, Laser Engraving","2""h x 2""w ",Silkscreen,Inboard,2,2,"class=""text12 | SL68 | Drinkware | Travel | Heat | Mugs | Materials | 10 | oz | class=""header12 | &lt;a | x | warm | Hot | (cold | (cold | More | Learn | the | about | your | Beverage | Keep | Factor.&lt;/a&gt; | longer | href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will | 3X's | Spill | Optimum | with | Made | Coffee | Retention | FDA | Silkscreen | Laser | SL68SS | Non-Skid | Engraving | Foam | insulation | Beverageware | and | Bottom | lid | Compliant | Resistant | 18-8 | steel | Mug | Desk | Dual | a | 32625 | Motif | 32625;SL68SS | Features | Stainless | For | wall | Tea |",http://ca.starline.com/content/image/product/pp_32625.jpg,http://ca.starline.com/content/image/product/tn_32625.jpg,4C                         ,24,47,15.39,48,95,14.89,96,243,14.39,244,499,13.39,24,18,24,18,7,5.5,5,3,0.75
32628,SL71PP,16 oz To-Go Tumbler,Drinkware,Travel Tumblers,2010,N,China,N,3,"This tumbler has a smooth form and dual wall construction for optimum heat retention. , Using FDA approved SAN plastic material., Mug is 6.25"" tall and fits in most corporate coffee machines, &lt;a class=""text12"" href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will keep your beverage warm for 2X's longer. Learn more about the X Factor.&lt;/a&gt;, Topped off with one of the 5 colored lids available.,",Drawstring Pouch,$55.00(G)/color/location,"White, Black, Blue, Red, Brown",Silkscreen,"2 1/4""h x 2 1/4""w ",Silkscreen,Inboard,2.25,2.25,"SL71 | class=""text12 | material | Keep | longer | (cold | your | Beverage | Hot | about | Factor.&lt;/a&gt; | href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will | class=""header12 | x | warm | Learn | More | &lt;a | 2X's | (cold | Tumblers | In | Beverageware | Most | oz | Drinkware | Vertical | Wrap | Brown | of | Approved | Mug | SAN | and | 6.25 | Corporate | Retention | 16 | Optimum | Red | FDA | wall | has | 32628;SL71PP | fits | White | Tea | Travel | a | smooth | 32628 | Form | Black | For | To-Go | Coffee | Mugs | Dual | Heat | Blue | Topped | with | this | Silkscreen | is | one | colored | construction | using | Tumbler | tall | the | machines | SL71PP | Off | Plastic | 5 | lids | available |",http://ca.starline.com/content/image/product/pp_32628.jpg,http://ca.starline.com/content/image/product/tn_32628.jpg,2ABC                       ,96,191,8.19,192,575,7.94,576,1007,6.99,1008,2499,5.99,24,15,23,16,8,6.875,3.5,3.5,0.625
32629,SL72SS,14 oz Stainless Steel Food Jar,Drinkware,Vacuum Insulated Bottles,2010,N,China,N,3,"Foldable spoon included., Constructed with FDA compliant materials., The perfect food container to hold a hearty soup in the cold winter months. , This food container features dual wall 18-8 Stainless Steel construction for optimal heat retention and a non-skid bottom. ,",Drawstring Pouch,$55.00(G)/color/laser,Stainless,"Silkscreen, Laser Engraving","2""h x 2""w ",Silkscreen,Side #1,2,2,storage | Containers | 12 | 32629;SL72SS | Vacuum | insulated | SL72 | Beverageware | Mugs | Mug | Travel | Drinkware | Coffee | For | Dual | Non-Skid | and | Materials | 18-8 | Laser | FDA | Bottom | the | hold | available | constructed | hearty | Thermos | 15 | this | Heat | Product | Winter | 14 | a | SL72SS | optimal | wall | Silkscreen | In | construction | to | Spoon | with | Jar | oz | Perfect | Container | Soup | 32629 | April | Bottles | steel | Compliant | Included | Months | Engraving | food | cold | Retention | Foldable | Stainless | Features | the |,http://ca.starline.com/content/image/product/pp_32629.jpg,http://ca.starline.com/content/image/product/tn_32629.jpg,4C                         ,36,71,15.59,72,143,15.09,144,249,14.59,250,499,13.59,24,19.03,24,19,7,5,3.25,3.25,0.792916667
32670,SL73SS,20 oz Stainless Steel Food Jar,Drinkware,Vacuum Insulated Bottles,2010,N,China,N,3,"The perfect food container to hold a hearty soup in the cold winter months. , Features dual wall 18-8 Stainless Steel construction for optimal heat retention and a non-skid bottom. , Constructed with FDA compliant materials., Foldable spoon included.,",Drawstring Pouch,$55.00(G)/color/laser,Stainless,"Silkscreen, Laser Engraving","2""h x 2""w ",Silkscreen,Side #1,2,2,Containers | storage | insulated | Vacuum | SL73 | Drinkware | Coffee | Travel | Mugs | Mug | Included | Laser | Soup | steel | Dual | Features | Perfect | a | FDA | Compliant | 18-8 | hold | to | SL73SS | April | Foldable | 32670;SL73SS | 32670 | oz | the | Non-Skid | 12 | Retention | constructed | Spoon | food | cold | Months | Product | In | the | Jar | 15 | Beverageware | Heat | Bottom | Silkscreen | optimal | construction | Engraving | Winter | Bottles | Thermos | Stainless | Container | with | Materials | hearty | 20 | For | wall | and | available |,http://ca.starline.com/content/image/product/pp_32670.jpg,http://ca.starline.com/content/image/product/tn_32670.jpg,4C                         ,24,47,16.79,48,95,16.27,96,243,15.74,244,499,14.69,24,21,24,16,8,6.625,3.25,3.25,0.875
32680,SL80SS,24 oz Stainless Steel Water Bottle,Drinkware,Water Bottles,2011,N,China,Y,3,"Single wall 18-8 Stainless Steel water bottle is BPA Free, &lt;a class=""text12"" href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will keep your beverage cold for 1X's longer. Learn more about the X Factor.&lt;/a&gt;, 24 oz capacity, Made with FDA compliant materials, Narrow bottle opening for drinking and wide opening for ice and easy cleaning, Features our patent pending dual purpose top,",Polybag,$55.00 (G)/color/laser,"Stainless, Graphite","Laser Engraving, Silkscreen","2""h x 2""w ",Silkscreen,Side #1,2,2,"class=""text12 | cold | SL80 | waterbottle | waterbottles | &lt;a | class=""header12 | x | about | More | your | warm | (cold | Learn | the | Beverage | Factor.&lt;/a&gt; | (cold | href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will | Keep | longer | Hot | 1X's | 32680 | SL80SS | Bottle | 24 | Stainless | oz | Water | steel | Drinkware | Bottles | 32680;SL80SS | Opening | and | ice | drinking | a | Which | Cleaning | wide | Easy | For | For | Includes | and | Opening | Narrow | Pending | Purpose | Dual | Our | Patent | Top | Features | Free | wall | is | 18-8 | Single | BPA | Capacity | Made | with | Compliant | FDA | Materials | Graphite | Silkscreen | Engraving | Laser | Wrap | Vertical |",http://ca.starline.com/content/image/product/pp_32680.jpg,http://ca.starline.com/content/image/product/tn_32680.jpg,2ABC                       ,48,95,13.69,96,191,13.26,192,383,11.67,384,499,9.99,24,14,22,15,11,8.875,3,3,0.583333333
32682,SL82SS,16 oz Slimline Stainless Steel Tumbler,Drinkware,Travel Tumblers,2011,N,China,N,3,"16 oz dual wall 18-8 Stainless Steel with foam insulation for optimum heat retention, Made with FDA compliant materials, Features a spill resistant twist action lid and rubberized non-skid bottom to provide stability., &lt;a class=""text12"" href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will keep your beverage warm for 2.5X's longer. Learn more about the X Factor.&lt;/a&gt;,",Drawstring Pouch,$55.00(G)/color/laser,Stainless,"Laser Engraving, Silkscreen","2""h x 1 3/4""w ",Silkscreen,Side #1,2,1.75,"class=""text12 | Tumblers | 32682;SL82SS | SL82 | warm | class=""header12 | your | (cold | &lt;a | the | Hot | href=""http://www.starline.com/content/image/Forms/distributor_resources/FactSheets/Starline_FactSheet_x_factor.pdf""&gt;Will | Keep | about | Learn | 2.5X's | (cold | More | Factor.&lt;/a&gt; | x | Beverage | longer | 32682 | SL82SS | Slimline | Stainless | 16 | steel | Tumbler | oz | Drinkware | Travel | Mugs | 32682;SL81SS | with | Compliant | Made | FDA | Materials | Dual | 18-8 | wall | Foam | Retention | Heat | For | insulation | Optimum | Spill | Provide | Rubberized | and | Action | Features | Resistant | stability | lid | Non-Skid | to | a | Bottom | Twist | Silkscreen | Engraving | Laser | Vertical | Wrap |",http://ca.starline.com/content/image/product/pp_32682.jpg,http://ca.starline.com/content/image/product/tn_32682.jpg,4C                         ,24,47,14.79,48,95,14.34,96,243,13.89,244,499,12.99,24,21,21,15,11,9,2.875,2.875,0.875
32684,SL201NI,12 oz Monroe Jr. Vacuum Desk Tumbler,Drinkware,Vacuum Tumblers,2012,N,China,N,3,"Fits in corporate and personal coffee machines, Made of FDA compliant materials., Patented designed lid, Features lip and finger grooves that allow you to position the drinking spout without even looking., 18-8 Stainless Steel dual wall vacuum insulation for optimum heat retention., Includes a leak proof screw on lid with a visual open/close push button locking closure., Lid can come apart for easy cleaning.,",Drawstring Pouch,$55.00(G)/color/laser,Nickel,"Silkscreen, Laser Engraving, TrueColor Direct Digital","1 3/4""h x 1 5/8""w ",Silkscreen,Side #1,1.75,1.625,TrueColor | Digital | Direct | In | Corporate | Personal | Coffee | machines | fits | and | a | Proof | Leak | March | Designed | New | Pending | Patent | Allow | the | even | to | without | FInger | grooves | That | spout | lip | looking | Position | drinking | You | Includes | on | visual | open/close | Screw | come | Can | Cleaning | apart | Easy | Patented | metal | series | 32684 | SL201NI | 12 | Monroe | Desk | JR | oz | Tumbler | Vacuum | Drinkware | Tumblers | 32684;SL201NI | FDA | of | Made | Compliant | Materials | For | Stainless | insulation | Heat | Retention | Dual | Optimum | wall | steel | 18-8 | Convenient | Features | Push | Locking | with | closure | Spill | Resistant | Button | lid | from | bronze | Executive | or | Three | Titanium | finishes | Choose | Nickel | available | Early | February | Product | Silkscreen | Laser | Engraving | sl201 |,http://ca.starline.com/content/image/product/pp_32684.jpg,http://ca.starline.com/content/image/product/tn_32684.jpg,4C                         ,24,47,14.79,48,95,14.34,96,243,13.89,244,499,12.99,24,18,21,15,9,7.25,2.875,2.875,0.75
32685,SL201TT,12 oz Monroe Jr. Vacuum Desk Tumbler,Drinkware,Vacuum Tumblers,2012,N,China,N,3,"Fits in corporate and personal coffee machines, Includes a leak proof screw on lid with a visual open/close push button locking closure., 18-8 Stainless Steel dual wall vacuum insulation for optimum heat retention., Features lip and finger grooves that allow you to position the drinking spout without even looking., Lid can come apart for easy cleaning., Made of FDA compliant materials., Patented designed lid,",Drawstring Pouch,$55.00(G)/color/laser,Titanium,"TrueColor Direct Digital, Laser Engraving, Silkscreen","1 3/4""h x 1 5/8""w ",Silkscreen,Side #1,1.75,1.625,TrueColor | Direct | Digital | Personal | fits | In | and | machines | Coffee | Corporate | a | Proof | Leak | March | Designed | Patent | New | Pending | drinking | looking | the | spout | Position | to | FInger | That | lip | Allow | grooves | even | without | You | Screw | Includes | on | visual | open/close | Cleaning | Easy | come | apart | Can | Patented | series | metal | 32685 | SL201TT | Monroe | Desk | 12 | Tumbler | oz | JR | Vacuum | Drinkware | Tumblers | 32685;SL201TT | Compliant | Materials | of | Made | FDA | Optimum | 18-8 | For | Stainless | wall | Retention | insulation | Dual | Heat | steel | with | Spill | Convenient | Features | lid | Resistant | closure | Push | Locking | Button | finishes | from | Choose | bronze | Nickel | Titanium | Three | or | Executive | Product | Early | available | February | Laser | Engraving | Silkscreen | sl201 |,http://ca.starline.com/content/image/product/pp_32685.jpg,http://ca.starline.com/content/image/product/tn_32685.jpg,4C                         ,24,47,14.79,48,95,14.34,96,243,13.89,244,499,12.99,24,18,21,15,9,7.25,2.875,2.875,0.75
32686,SL201BZ,12 oz Monroe Jr. Vacuum Desk Tumbler,Drinkware,Vacuum Tumblers,2012,N,China,N,3,"Fits in corporate and personal coffee machines, Features lip and finger grooves that allow you to position the drinking spout without even looking., Patented designed lid, Made of FDA compliant materials., 18-8 Stainless Steel dual wall vacuum insulation for optimum heat retention. , Includes a leak proof screw on lid with a visual open/close push button locking closure., Lid can come apart for easy cleaning.,",Drawstring Pouch,$55.00(G)/color/laser,Bronze,"TrueColor Direct Digital, Silkscreen, Laser Engraving","1 3/4""h x 1 5/8""w ",Silkscreen,Side #1,1.75,1.625,Digital | Direct | TrueColor | In | and | Personal | Corporate | machines | fits | Coffee | Leak | a | Proof | March | Pending | New | Patent | Designed | Allow | lip | looking | spout | to | even | without | FInger | That | Position | grooves | drinking | the | You | visual | Includes | open/close | on | Screw | Easy | Can | Cleaning | come | apart | Patented | series | metal | 32686 | SL201BZ | 12 | Desk | JR | Tumbler | Vacuum | oz | Monroe | Drinkware | Tumblers | 32686;SL201BZ | Materials | Made | of | FDA | Compliant | steel | wall | Heat | 18-8 | For | Dual | Stainless | Retention | insulation | Optimum | Convenient | closure | Spill | Resistant | Locking | lid | Button | Push | Features | with | from | Executive | or | Titanium | bronze | Three | Choose | Nickel | finishes | February | Early | Product | available | Laser | Engraving | Silkscreen | sl201 |,http://ca.starline.com/content/image/product/pp_32686.jpg,http://ca.starline.com/content/image/product/tn_32686.jpg,4C                         ,24,47,14.79,48,95,14.34,96,243,13.89,244,499,12.99,24,17,21,15,9,7.25,2.875,2.875,0.708333333
32687,SL202NI,18 oz Monroe Vacuum Tumbler,Drinkware,Vacuum Tumblers,2012,N,China,N,3,"Made of FDA compliant materials., Features lip and finger grooves that allow you to position the drinking spout without even looking., Includes a leak proof screw on lid with a visual open/close push button locking closure., Lid can come apart for easy cleaning., 18-8 Stainless Steel dual wall vacuum insulation for optimum heat retention., Patented designed lid,",Drawstring Pouch,$55.00(G)/color/laser,Nickel,"TrueColor Direct Digital, Laser Engraving, Silkscreen","1 3/4""h x 1 5/8""w ",Silkscreen,Side #1,1.75,1.625,18 | Direct | TrueColor | Digital | Silkscreen | Leak | a | Proof | March | Designed | Patent | Pending | New | That | Allow | and | drinking | FInger | looking | lip | You | Position | spout | the | without | grooves | even | to | open/close | on | visual | Screw | Includes | Can | come | Easy | Cleaning | apart | Patented | metal | series | 32687 | SL202NI | 16 | oz | Vacuum | Monroe | Tumbler | Drinkware | Tumblers | 32687;SL202NI | Made | FDA | Materials | Compliant | of | construction | Heat | Optimum | with | Stainless | Retention | 18-8 | Dual | insulation | steel | For | wall | Features | Push | Convenient | closure | Spill | Resistant | Button | Locking | lid | Nickel | or | Titanium | from | Executive | finishes | Three | bronze | Choose | Early | available | February | Product | Laser | Engraving | Printing | Pad | sl202 |,http://ca.starline.com/content/image/product/pp_32687.jpg,http://ca.starline.com/content/image/product/tn_32687.jpg,4C                         ,24,47,15.79,48,95,15.29,96,243,14.79,244,499,13.79,24,22,21,15,11,9,2.875,2.875,0.916666667
32688,SL202TT,18 oz Monroe Vacuum Tumbler,Drinkware,Vacuum Tumblers,2012,N,China,N,3,"18-8 Stainless Steel dual wall vacuum insulation for optimum heat retention., Lid can come apart for easy cleaning., Includes a leak proof screw on lid with a visual open/close push button locking closure., Patented designed lid, Features lip and finger grooves that allow you to position the drinking spout without even looking., Made of FDA compliant materials.,",Drawstring Pouch,$55.00(G)/color/laser,Titanium,"Silkscreen, Laser Engraving, TrueColor Direct Digital","1 3/4""h x 1 5/8""w ",Silkscreen,Side #1,1.75,1.625,18 | TrueColor | Digital | Direct | Silkscreen |  | Leak | Proof | a | March | Designed | Patent | Pending | New | looking | FInger | You | without | the | Allow | spout | That | Position | grooves | even | and | drinking | to | lip | visual | on | Screw | open/close | Includes | Easy | apart | Cleaning | Can | come | Patented | series | metal | 32688 | SL202TT | Vacuum | oz | 16 | Tumbler | Monroe | Drinkware | Tumblers | 32688;SL202TT | Made | of | FDA | Compliant | Materials | Heat | Stainless | wall | Retention | construction | steel | 18-8 | insulation | with | Dual | For | Optimum | Convenient | Spill | closure | lid | Button | Push | Resistant | Locking | Features | from | finishes | Executive | or | Nickel | Three | Titanium | bronze | Choose | February | Product | Early | available | Pad | Printing | Engraving | Laser | sl202 |,http://ca.starline.com/content/image/product/pp_32688.jpg,http://ca.starline.com/content/image/product/tn_32688.jpg,4C                         ,24,47,15.79,48,95,15.29,96,243,14.79,244,499,13.79,24,21,21,15,11,9,2.875,2.875,0.875
